opeid,stateabv,state,county,city,name,address,zipcode,zipext,proglength,schooltype,year1,num1,denom1,drate1,prate1,ethniccode,congdis,region,averageorgreaterthan30,year2,num2,denom2,drate2,prate2,year3,num3,denom3,drate3,prate3,lat,lng,population,density,military,agemedian,male,female,married,familysize,incomehouseholdmedian,incomehouseholdsixfigure,homeownership,homevalue,rentmedian,educationcollegeorabove,laborforceparticipation,unemploymentrate,racewhite,raceblack,raceasian,racenative,racepacific,raceother,racemultiple
1099,AR,Arkansas,Faulkner,Conway,HENDRIX COLLEGE                                                  ,1600 WASHINGTON AVENUE                            ,72032,3080,8,2,2016,8,235,3.4,A,5,2,6,0,2015,12.0,250.0,4.8,A,2014,9.0,246.0,3.6,A,35.0753,-92.4695,72894.0,552.0,False,28.6,48.6,51.4,41.0,3.15,46741.0,18.1,48.7,163513.0,1045.0,38.7,64.8,4.5,75.5,16.6,2.1,0.2,0.0,2.7,2.8
1100,AR,Arkansas,Benton,Siloam Springs,JOHN BROWN UNIVERSITY                                            ,2000 WEST UNIVERSITY STREET                       ,72761,2747,8,2,2016,25,643,3.8,A,5,3,6,0,2015,20.0,631.0,3.1,A,2014,15.0,604.0,2.4,A,36.1844,-94.5318,21642.0,571.0,False,28.7,47.3,52.7,48.1,3.27,45973.0,11.4,50.9,124518.0,860.0,22.9,61.2,4.2,80.7,2.1,3.1,6.2,0.1,3.2,4.7
1101,AR,Arkansas,Pulaski,Little Rock,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                            ,2801 SOUTH UNIVERSITY                             ,72204,1099,8,1,2016,257,3022,8.5,A,5,2,6,0,2015,320.0,3280.0,9.7,A,2014,339.0,3485.0,9.7,A,34.7255,-92.35799999999999,442699.0,643.0,False,36.0,48.1,51.9,41.2,3.22,48463.0,22.3,56.2,159269.0,995.0,40.4,65.0,5.0,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1102,AR,Arkansas,Clark,Arkadelphia,OUACHITA BAPTIST UNIVERSITY                                      ,410 OUACHITA DRIVE                                ,71998,1,6,2,2016,22,301,7.3,A,5,4,6,0,2015,16.0,301.0,5.3,A,2014,19.0,289.0,6.5,A,34.125,-93.0719,10428.0,579.0,False,23.8,47.3,52.7,27.9,2.76,30823.0,9.5,43.9,104935.0,557.0,35.0,55.9,3.7,65.1,30.1,0.8,0.3,0.0,1.7,2.0
1103,AR,Arkansas,Pulaski,Little Rock,PHILANDER SMITH COLLEGE                                          ,900 WEST DAISY GASTON BATES DRIVE                 ,72202,3718,6,2,2016,62,259,23.9,A,2,2,6,0,2015,48.0,238.0,20.1,A,2014,55.0,270.0,20.3,A,34.7255,-92.35799999999999,442699.0,643.0,False,36.0,48.1,51.9,41.2,3.22,48463.0,22.3,56.2,159269.0,995.0,40.4,65.0,5.0,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1104,AR,Arkansas,Phillips,Helena,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS         ,1000 CAMPUS DRIVE                                 ,72342,0,5,1,2016,20,114,17.5,B,5,1,6,1,2015,4.0,35.0,11.4,A,2014,13.0,59.0,22.0,A,34.458059999999996,-90.68596,4966.0,23.9,False,35.6,48.5,51.5,30.9,3.38,25985.0,16.2,39.2,99156.0,568.0,20.8,51.6,14.5,32.4,65.5,0.2,0.0,0.0,0.5,1.4
1105,AR,Arkansas,Pulaski,North Little Rock,SHORTER COLLEGE                                                  ,604 LOCUST STREET                                 ,72114,4885,5,2,2016,65,272,23.8,A,2,2,6,0,2015,77.0,276.0,27.8,A,2014,19.0,82.0,23.1,A,34.7807,-92.2372,65911.0,486.0,False,34.3,47.7,52.3,35.9,3.32,41278.0,15.4,49.1,122482.0,810.0,27.4,62.5,9.2,49.5,44.0,0.8,0.3,0.0,1.4,3.9
1106,AR,Arkansas,Lawrence,Walnut Ridge,WILLIAMS BAPTIST UNIVERSITY                                      ,60 W. FULLBRIGHT AVENUE                           ,72476,4661,8,2,2016,14,146,9.5,A,5,1,6,0,2015,9.0,184.0,4.8,A,2014,11.0,179.0,6.1,A,36.0852,-90.9462,6568.0,119.0,False,35.3,47.9,52.1,46.3,2.99,40582.0,12.7,54.8,90589.0,581.0,16.9,51.3,9.7,95.2,2.8,0.2,0.3,0.0,0.3,1.2
1107,AR,Arkansas,Columbia,Magnolia,SOUTHERN ARKANSAS UNIVERSITY                                     ,100 EAST UNIVERSITY                               ,71753,5000,8,1,2016,139,874,15.9,A,5,4,6,0,2015,147.0,932.0,15.7,A,2014,164.0,916.0,17.9,A,33.2774,-93.2261,10339.0,335.0,False,27.2,43.8,56.2,33.9,2.9,34729.0,13.4,51.1,107400.0,594.0,25.6,57.4,8.8,52.1,42.2,2.3,0.6,0.0,2.6,0.3
1108,AR,Arkansas,Washington,Fayetteville,UNIVERSITY OF ARKANSAS                                           ,425 ADMINISTRATION BUILDING                       ,72701,0,8,1,2016,218,4361,4.9,P,5,3,6,0,2015,235.0,4279.0,5.4,P,2014,261.0,3837.0,6.8,P,36.0713,-94.166,341890.0,609.0,False,27.1,49.5,50.5,35.8,2.98,41158.0,19.4,38.3,193443.0,1082.0,48.1,63.5,5.2,80.7,6.9,3.4,0.8,0.0,4.4,3.8
1109,AR,Arkansas,Pulaski,Little Rock,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                      ,4301 WEST MARKHAM STREET           SLOT 864       ,72205,7102,8,1,2016,12,701,1.7,P,5,2,6,0,2015,15.0,718.0,2.0,P,2014,13.0,764.0,1.7,P,34.7255,-92.35799999999999,442699.0,643.0,False,36.0,48.1,51.9,41.2,3.22,48463.0,22.3,56.2,159269.0,995.0,40.4,65.0,5.0,50.8,41.6,3.1,0.2,0.1,1.7,2.6
1110,AR,Arkansas,Sebastian,Fort Smith,UNIVERSITY OF ARKANSAS AT FORT SMITH                             ,5210 GRAND AVENUE                                 ,72904,7397,8,1,2016,228,1388,16.4,A,5,3,6,0,2015,241.0,1576.0,15.2,A,2014,199.0,1668.0,11.9,A,35.3493,-94.3695,125562.0,537.0,False,35.9,48.7,51.3,44.5,3.16,36532.0,12.2,50.9,116672.0,739.0,20.1,58.4,5.6,70.4,9.6,5.9,1.0,0.0,8.1,5.0
1111,CA,California,Santa Barbara,Santa Maria,ALLAN HANCOCK COLLEGE                                            ,800 SOUTH COLLEGE DRIVE                           ,93454,6399,5,1,2016,23,175,13.1,A,3,23,9,0,2015,43.0,190.0,22.6,A,2014,29.0,144.0,20.1,A,34.9333,-120.4432,140219.0,1813.0,False,29.3,49.8,50.2,46.7,4.16,55485.0,21.5,50.1,297686.0,1414.0,12.7,66.0,5.9,73.4,1.3,5.2,0.4,0.1,16.7,2.8
1113,CA,California,Los Angeles,Lancaster,ANTELOPE VALLEY COLLEGE                                          ,3041 WEST AVENUE K                                ,93536,5426,6,1,2016,252,1166,21.6,A,5,22,9,0,2015,442.0,1638.0,26.9,A,2014,396.0,1640.0,24.1,A,34.6934,-118.1753,349218.0,656.0,False,32.4,49.9,50.1,42.0,3.73,49314.0,18.8,53.8,209284.0,1348.0,16.0,51.1,8.0,62.2,21.7,4.2,0.6,0.2,6.4,4.7
1116,CA,California,Los Angeles,Pasadena,ART CENTER COLLEGE OF DESIGN                                     ,1700 LIDA STREET                                  ,91103,1999,8,2,2016,18,370,4.8,A,5,29,9,0,2015,21.0,415.0,5.0,A,2014,27.0,412.0,6.5,A,34.1597,-118.139,142647.0,2398.0,False,37.9,48.3,51.7,43.5,3.31,76264.0,38.3,43.6,689816.0,2256.0,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4.0
1117,CA,California,Los Angeles,Azusa,AZUSA PACIFIC UNIVERSITY                                         ,901 EAST ALOSTA AVENUE                            ,91702,7000,8,2,2016,111,3628,3.0,A,5,32,9,0,2015,123.0,3593.0,3.4,A,2014,124.0,3247.0,3.8,A,34.1386,-117.9124,49864.0,1991.0,False,29.3,47.7,52.3,37.7,3.92,57728.0,25.5,52.9,367033.0,1598.0,20.0,64.1,7.9,45.1,2.6,12.1,0.7,0.2,34.9,4.5
1118,CA,California,Kern,Bakersfield,BAKERSFIELD COLLEGE                                              ,1801 PANORAMA DRIVE                               ,93305,1299,6,1,2016,56,370,15.1,A,3,22,9,0,2015,87.0,386.0,22.5,A,2014,110.0,539.0,20.4,A,35.353,-119.0359,574362.0,982.0,False,30.5,49.0,51.0,47.1,3.7,60058.0,26.7,57.0,227388.0,1383.0,21.5,63.7,9.2,68.3,7.5,7.3,1.1,0.2,12.0,3.6
1120,CA,California,Alameda,Berkeley,AMERICAN BAPTIST SEMINARY OF THE WEST                            ,2606 DWIGHT WAY                                   ,94704,3029,8,2,2016,2,42,4.7,P,5,9,9,0,2015,1.0,47.0,2.1,P,2014,4.0,57.0,7.0,P,37.8723,-122.27600000000001,122324.0,4509.0,False,31.0,48.5,51.5,32.4,2.88,75709.0,41.3,42.9,861440.0,2218.0,72.3,62.4,6.8,60.2,8.6,19.7,0.5,0.5,3.6,7.1
1122,CA,California,Los Angeles,La Mirada,BIOLA UNIVERSITY                                                 ,13800 BIOLA AVENUE                                ,90639,1,8,2,2016,26,1251,2.0,A,5,39,9,0,2015,39.0,1311.0,2.9,A,2014,38.0,1294.0,2.9,A,33.9025,-118.0093,49095.0,2423.0,False,39.1,49.5,50.5,49.3,3.56,87400.0,42.6,77.8,477634.0,1870.0,30.2,58.8,6.4,53.5,2.3,19.3,0.6,0.1,17.7,6.5
1124,CA,California,Santa Cruz,Aptos,CABRILLO COLLEGE                                                 ,6500 SOQUEL DRIVE                                 ,95003,3194,5,1,2016,51,287,17.7,A,5,17,9,0,2015,57.0,347.0,16.4,A,2014,58.0,332.0,17.4,A,36.9912,-121.8934,5775.0,338.0,False,47.9,48.0,52.0,51.7,2.93,84559.0,46.6,80.4,745632.0,2025.0,59.9,67.8,4.0,88.9,1.6,4.9,0.7,0.0,0.9,3.0
1125,CA,California,Riverside,Riverside,CALIFORNIA BAPTIST UNIVERSITY                                    ,8432 MAGNOLIA AVENUE                              ,92504,3297,8,2,2016,122,2656,4.5,A,5,44,9,0,2015,95.0,2381.0,3.9,A,2014,93.0,2128.0,4.3,A,33.9381,-117.3948,2084749.0,1557.0,False,31.3,49.5,50.5,41.8,3.93,62460.0,26.2,54.2,318031.0,1556.0,22.5,63.5,9.5,61.9,6.0,7.2,0.8,0.3,18.9,4.8
1127,CA,California,San Francisco,San Francisco,CALIFORNIA COLLEGE OF THE ARTS                                   ,1111 EIGHTH STREET                                ,94107,2206,8,2,2016,12,409,2.9,A,5,8,9,0,2015,19.0,467.0,4.0,A,2014,28.0,488.0,5.7,A,37.7562,-122.443,3603761.0,7286.0,False,38.3,51.0,49.0,39.8,3.15,96265.0,48.8,37.3,927729.0,2435.0,55.8,70.4,5.4,47.2,5.3,34.2,0.4,0.4,7.5,5.1
1131,CA,California,Los Angeles,Pasadena,CALIFORNIA INSTITUTE OF TECHNOLOGY                               ,1200 EAST CALIFORNIA BOULEVARD                    ,91125,1,8,2,2016,0,40,0.0,A,5,29,9,0,2015,1.0,30.0,3.3,A,2014,0.0,37.0,0.0,A,34.1597,-118.139,142647.0,2398.0,False,37.9,48.3,51.7,43.5,3.31,76264.0,38.3,43.6,689816.0,2256.0,51.1,66.4,5.8,53.9,10.2,16.3,0.3,0.2,15.1,4.0
1132,CA,California,Los Angeles,Valencia,CALIFORNIA INSTITUTE OF THE ARTS                                 ,24700 MCBEAN PARKWAY                              ,91355,2397,8,2,2016,16,320,5.0,A,5,25,9,0,2015,25.0,392.0,6.3,A,2014,19.0,362.0,5.2,A,34.424659999999996,-118.58923,31455.0,812.1,False,40.7,50.0,50.0,50.6,3.09,92707.0,46.3,58.8,528734.0,1933.0,45.6,65.2,5.2,71.6,3.5,12.0,0.2,0.1,5.6,7.0
1133,CA,California,Ventura,Thousand Oaks,CALIFORNIA LUTHERAN UNIVERSITY                                   ,60 WEST OLSEN ROAD                                ,91360,2787,8,2,2016,31,1027,3.0,P,5,24,9,0,2015,37.0,1193.0,3.1,P,2014,30.0,1003.0,2.9,P,34.1914,-118.8755,218729.0,901.0,False,43.5,49.1,50.9,54.5,3.24,103793.0,52.1,70.1,663119.0,2366.0,50.1,65.4,6.6,81.4,1.2,9.6,0.3,0.1,3.3,4.2
1134,CA,California,Solano,Vallejo,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY                     ,200 MARITIME ACADEMY DRIVE                        ,94590,8181,8,1,2016,13,215,6.0,A,5,7,9,0,2015,10.0,262.0,3.8,A,2014,10.0,213.0,4.6,A,38.1133,-122.2359,173844.0,1536.0,False,37.8,48.5,51.5,41.0,3.42,62272.0,27.7,55.4,293646.0,1535.0,25.5,62.7,10.7,38.7,21.1,23.6,0.4,1.0,7.9,7.2
1137,CA,California,Orange,Fullerton,"CALIFORNIA STATE UNIVERSITY, FULLERTON                           ",800 NORTH STATE COLLEGE BOULEVARD                 ,92831,3599,8,1,2016,159,6100,2.6,A,5,40,9,0,2015,230.0,5872.0,3.9,A,2014,219.0,5835.0,3.7,A,33.8841,-117.9279,140392.0,2416.0,False,35.0,49.6,50.4,46.1,3.48,71660.0,34.4,51.6,588112.0,2025.0,40.6,65.3,7.5,55.3,2.8,24.6,0.3,0.4,11.8,4.7
1138,CA,California,Alameda,Hayward,"CALIFORNIA STATE UNIVERSITY, EAST BAY                            ",25800 CARLOS BEE BOULEVARD                        ,94542,3000,8,1,2016,166,3049,5.4,A,5,13,9,0,2015,189.0,3180.0,5.9,A,2014,181.0,3116.0,5.8,A,37.6328,-122.0772,160500.0,1360.0,False,34.9,49.2,50.8,45.4,3.7,74927.0,35.7,51.6,456923.0,1955.0,26.8,67.3,6.3,39.9,10.2,26.0,0.7,2.3,14.5,6.5
1139,CA,California,Los Angeles,Long Beach,"CALIFORNIA STATE UNIVERSITY, LONG BEACH                          ",1250 BELLFLOWER BOULEVARD                         ,90840,6,8,1,2016,162,6805,2.3,A,5,46,9,0,2015,241.0,6658.0,3.6,A,2014,201.0,6233.0,3.2,A,33.798,-118.1675,469450.0,3575.0,False,34.3,49.3,50.7,38.7,3.61,58314.0,26.6,40.0,476281.0,1834.0,29.9,65.9,8.2,52.5,12.9,13.2,1.2,0.9,14.6,4.7
1140,CA,California,Los Angeles,Los Angeles,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES                         ",5151 STATE UNIVERSITY DRIVE                       ,90032,4226,8,1,2016,169,3906,4.3,A,3,32,9,0,2015,244.0,4471.0,5.4,A,2014,218.0,3891.0,5.6,A,34.1139,-118.4068,12815475.0,3295.0,False,35.2,49.5,50.5,38.6,3.63,54501.0,27.0,36.8,549600.0,2085.0,33.1,66.3,8.1,52.2,8.9,11.7,0.7,0.2,22.9,3.5
1141,CA,California,Los Angeles,Carson,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS                     ",1000 EAST VICTORIA STREET                         ,90747,1,8,1,2016,168,2935,5.7,A,3,37,9,0,2015,260.0,3377.0,7.6,A,2014,248.0,3226.0,7.6,A,33.8374,-118.2559,92735.0,1912.0,False,38.5,48.5,51.5,43.2,4.06,75517.0,35.1,74.5,395571.0,1670.0,25.6,63.5,9.1,28.8,23.2,26.8,0.8,2.1,13.0,5.4
1142,CA,California,San Bernardino,San Bernardino,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO                      ",5500 UNIVERSITY PARKWAY                           ,92407,2397,8,1,2016,209,3629,5.7,A,3,41,9,0,2015,226.0,3812.0,5.9,A,2014,224.0,3891.0,5.7,A,34.1417,-117.2945,216995.0,1350.0,False,29.4,49.1,50.9,36.0,4.02,41027.0,12.8,46.8,199643.0,1123.0,11.4,57.3,12.8,57.4,14.1,4.5,0.7,0.2,18.5,4.6
1143,CA,California,San Luis Obispo,San Luis Obispo,CALIFORNIA POLYTECHNIC STATE UNIVERSITY                          ,ONE GRAND AVENUE                                  ,93407,1,8,1,2016,26,2716,0.9,A,5,22,9,0,2015,45.0,2989.0,1.5,A,2014,43.0,2684.0,1.6,A,35.266999999999996,-120.6689,62398.0,1397.0,False,26.5,51.4,48.6,30.0,2.93,49640.0,25.3,38.3,578263.0,1523.0,49.1,60.9,4.5,84.7,2.2,5.6,0.5,0.0,3.5,3.6
1144,CA,California,Los Angeles,Pomona,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA                  ",3801 WEST TEMPLE AVENUE                           ,91768,2500,8,1,2016,112,3810,2.9,A,5,38,9,0,2015,134.0,3538.0,3.7,A,2014,134.0,3562.0,3.7,A,34.0585,-117.7626,152939.0,2571.0,False,31.5,49.7,50.3,40.4,4.21,53281.0,20.6,52.6,343070.0,1558.0,17.7,63.2,9.7,55.1,6.3,9.7,1.9,0.2,22.7,4.1
1146,CA,California,Butte,Chico,"CALIFORNIA STATE UNIVERSITY, CHICO                               ",400 WEST FIRST STREET                             ,95929,1,8,1,2016,170,3287,5.1,A,5,2,9,0,2015,147.0,3040.0,4.8,A,2014,167.0,3081.0,5.4,A,39.7575,-121.8152,106268.0,1076.0,False,29.9,49.1,50.9,34.7,3.12,45337.0,19.6,44.4,285033.0,1250.0,36.9,63.7,8.2,82.3,2.0,4.7,0.7,0.2,4.8,5.3
1147,CA,California,Fresno,Fresno,"CALIFORNIA STATE UNIVERSITY, FRESNO                              ",5150 NORTH MAPLE AVENUE            MS JA64        ,93740,8026,8,1,2016,200,3983,5.0,P,3,21,9,0,2015,194.0,3849.0,5.0,P,2014,234.0,3809.0,6.1,P,36.7831,-119.7941,698021.0,1781.0,False,30.5,49.0,51.0,40.2,3.69,44853.0,17.8,46.9,203780.0,1199.0,20.9,61.5,11.1,56.6,7.8,13.6,1.1,0.1,16.4,4.3
1149,CA,California,Humboldt,Arcata,HUMBOLDT STATE UNIVERSITY                                        ,1 HARPST STREET                                   ,95521,8299,8,1,2016,157,2119,7.4,A,5,1,9,0,2015,141.0,2068.0,6.8,A,2014,138.0,1907.0,7.2,A,40.8615,-124.0757,33806.0,741.0,False,25.4,47.4,52.6,22.9,2.8,30866.0,13.2,37.3,335361.0,807.0,50.4,60.8,14.2,79.4,2.6,2.1,2.0,0.2,6.4,7.3
1150,CA,California,Sacramento,Sacramento,CALIFORNIA STATE UNIVERSITY - SACRAMENTO                         ,6000 J STREET                                     ,95819,6044,8,1,2016,263,5590,4.7,A,5,5,9,0,2015,322.0,5927.0,5.4,A,2014,304.0,5844.0,5.2,A,38.5667,-121.4683,1854698.0,1980.0,False,34.3,48.8,51.2,40.5,3.43,54615.0,24.0,47.3,286886.0,1349.0,31.5,63.3,9.3,48.5,13.4,18.7,0.7,1.6,10.3,6.8
1151,CA,California,San Diego,San Diego,SAN DIEGO STATE UNIVERSITY                                       ,5500 CAMPANILE DRIVE                              ,92182,1690,8,1,2016,155,5255,2.9,P,5,53,9,0,2015,159.0,5512.0,2.8,P,2014,197.0,5471.0,3.6,P,32.8312,-117.1225,3210314.0,1683.0,False,34.3,50.3,49.7,43.8,3.4,71535.0,35.3,46.8,523012.0,1925.0,44.4,67.6,7.0,64.7,6.4,16.8,0.4,0.4,6.2,5.1
1154,CA,California,San Francisco,San Francisco,SAN FRANCISCO STATE UNIVERSITY                                   ,1600 HOLLOWAY AVENUE                              ,94132,1740,8,1,2016,289,5406,5.3,A,5,12,9,0,2015,270.0,5552.0,4.8,A,2014,316.0,5859.0,5.3,A,37.7562,-122.443,3603761.0,7286.0,False,38.3,51.0,49.0,39.8,3.15,96265.0,48.8,37.3,927729.0,2435.0,55.8,70.4,5.4,47.2,5.3,34.2,0.4,0.4,7.5,5.1
1155,CA,California,Santa Clara,San Jose,SAN JOSE STATE UNIVERSITY                                        ,ONE WASHINGTON SQUARE                             ,95192,36,8,1,2016,183,5093,3.5,A,5,16,9,0,2015,191.0,5401.0,3.5,A,2014,183.0,5216.0,3.5,A,37.3021,-121.8489,1821899.0,2257.0,False,36.4,50.5,49.5,50.7,3.62,96662.0,48.6,57.5,711511.0,2338.0,41.3,67.9,6.4,40.7,3.0,34.8,0.6,0.4,15.5,5.1
1156,CA,California,Sonoma,Rohnert Park,SONOMA STATE UNIVERSITY                                          ,1801 EAST COTATI AVENUE                           ,94928,3609,8,1,2016,62,1728,3.5,A,5,6,9,0,2015,91.0,1720.0,5.2,A,2014,56.0,1747.0,3.2,A,38.348,-122.6964,42838.0,2361.0,False,33.6,47.0,53.0,40.3,3.13,62769.0,24.6,51.6,360570.0,1590.0,26.2,68.0,4.7,72.4,1.9,5.7,0.5,0.1,13.1,6.3
1157,CA,California,Stanislaus,Turlock,"CALIFORNIA STATE UNIVERSITY, STANISLAUS                          ",ONE UNIVERSITY CIRCLE                             ,95382,299,8,1,2016,81,1815,4.4,A,3,19,9,0,2015,87.0,1882.0,4.6,A,2014,113.0,1993.0,5.6,A,37.5053,-120.8587,107208.0,1678.0,False,34.4,47.9,52.1,47.2,3.43,53661.0,23.6,52.3,264305.0,1295.0,23.7,62.3,10.1,79.3,2.1,5.6,0.6,0.2,7.9,4.2
1161,CA,California,Los Angeles,Norwalk,CERRITOS COMMUNITY COLLEGE                                       ,11110 ALONDRA BOULEVARD                           ,90650,6296,5,1,2016,64,570,11.2,A,3,39,9,0,2015,104.0,620.0,16.7,A,2014,140.0,655.0,21.3,A,33.9069,-118.0829,106084.0,4218.0,False,34.9,49.7,50.3,45.2,4.18,63669.0,26.0,63.0,375358.0,1658.0,16.9,61.8,6.8,48.7,4.0,13.6,0.7,0.2,30.0,2.9
1162,CA,California,Alameda,Hayward,CHABOT COLLEGE                                                   ,25555 HESPERIAN BOULEVARD                         ,94545,2400,5,1,2016,29,200,14.5,A,5,13,9,0,2015,24.0,196.0,12.2,A,2014,45.0,262.0,17.1,A,37.6328,-122.0772,160500.0,1360.0,False,34.9,49.2,50.8,45.4,3.7,74927.0,35.7,51.6,456923.0,1955.0,26.8,67.3,6.3,39.9,10.2,26.0,0.7,2.3,14.5,6.5
1163,CA,California,San Bernardino,Rancho Cucamonga,CHAFFEY COMMUNITY COLLEGE                                        ,5885 HAVEN AVENUE                                 ,91737,9400,5,1,2016,16,158,10.1,B,3,26,9,1,2015,3.0,50.0,6.0,A,2014,12.0,80.0,15.0,A,34.1248,-117.5666,177452.0,1707.0,False,35.5,49.9,50.1,49.4,3.56,83736.0,40.0,61.3,440609.0,2020.0,33.9,66.4,7.3,62.4,9.3,13.1,0.7,0.3,9.2,5.0
1164,CA,California,Orange,Orange,CHAPMAN UNIVERSITY                                               ,ONE UNIVERSITY DRIVE                              ,92866,1099,8,2,2016,30,1633,1.8,A,5,40,9,0,2015,39.0,1736.0,2.2,A,2014,62.0,1873.0,3.3,A,33.8038,-117.8218,140560.0,2114.0,False,35.2,49.8,50.2,46.3,3.52,83500.0,40.6,57.0,604206.0,2087.0,34.3,65.4,5.7,70.4,1.5,11.6,0.5,0.1,12.7,3.2
1165,CA,California,Alameda,Berkeley,CHURCH DIVINITY SCHOOL OF THE PACIFIC                            ,2451 RIDGE ROAD                                   ,94709,1217,8,2,2016,0,48,0.0,B,5,9,9,1,2015,1.0,48.0,2.0,B,2014,1.0,44.0,2.2,B,37.8723,-122.27600000000001,122324.0,4509.0,False,31.0,48.5,51.5,32.4,2.88,75709.0,41.3,42.9,861440.0,2218.0,72.3,62.4,6.8,60.2,8.6,19.7,0.5,0.5,3.6,7.1
1166,CA,California,Los Angeles,Glendora,CITRUS COLLEGE                                                   ,1000 WEST FOOTHILL BOULEVARD                      ,91741,1899,5,1,2016,28,278,10.0,A,3,26,9,0,2015,41.0,290.0,14.1,A,2014,53.0,310.0,17.0,A,34.1449,-117.8467,52445.0,1037.0,False,41.4,49.1,50.9,50.5,3.4,86442.0,43.4,70.6,517004.0,1948.0,36.1,63.7,8.5,69.7,2.3,10.9,0.5,0.2,10.2,6.3
1169,CA,California,Los Angeles,Claremont,CLAREMONT GRADUATE UNIVERSITY                                    ,170 EAST 10TH STREET                              ,91711,6163,8,2,2016,12,393,3.0,A,5,26,9,0,2015,17.0,460.0,3.6,A,2014,15.0,477.0,3.1,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1170,CA,California,Los Angeles,Claremont,CLAREMONT MCKENNA COLLEGE                                        ,500 EAST NINTH STREET                             ,91711,6400,8,2,2016,1,50,2.0,A,5,26,9,0,2015,1.0,79.0,1.2,A,2014,0.0,56.0,0.0,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1171,CA,California,Los Angeles,Claremont,HARVEY MUDD COLLEGE                                              ,301 PLATT BOULEVARD                               ,91711,5990,6,2,2016,0,150,0.0,A,5,26,9,0,2015,1.0,124.0,0.8,A,2014,0.0,141.0,0.0,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1172,CA,California,Los Angeles,Claremont,PITZER COLLEGE                                                   ,1050 NORTH MILLS AVENUE                           ,91711,6101,6,2,2016,8,123,6.5,A,5,26,9,0,2015,5.0,127.0,3.9,A,2014,2.0,136.0,1.4,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1173,CA,California,Los Angeles,Claremont,POMONA COLLEGE                                                   ,550 NORTH COLLEGE AVENUE                          ,91711,6301,6,2,2016,0,60,0.0,A,5,26,9,0,2015,0.0,68.0,0.0,A,2014,0.0,64.0,0.0,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1174,CA,California,Los Angeles,Claremont,SCRIPPS COLLEGE                                                  ,1030 COLUMBIA AVENUE                              ,91711,3948,6,2,2016,0,103,0.0,A,5,26,9,0,2015,2.0,126.0,1.5,A,2014,0.0,104.0,0.0,A,34.1259,-117.7153,36015.0,1041.0,False,39.5,47.8,52.2,46.0,3.25,96923.0,49.1,65.9,605910.0,2116.0,55.9,60.8,5.6,65.3,5.3,13.8,0.9,0.0,8.7,6.0
1176,CA,California,Fresno,Coalinga,WEST HILLS COMMUNITY COLLEGE                                     ,300 CHERRY LANE                                   ,93210,1399,5,1,2016,36,130,27.6,P,3,20,9,0,2015,40.0,165.0,24.2,P,2014,45.0,182.0,24.7,P,36.1432,-120.3266,15915.0,970.0,False,32.3,60.1,39.9,33.7,3.58,54605.0,26.4,54.5,145584.0,1157.0,11.6,46.7,11.1,61.3,4.2,2.3,1.1,0.4,24.1,6.5
1177,CA,California,Santa Clara,San Jose,COGSWELL POLYTECHNICAL COLLEGE                                   ,191 BAYPOINTE PARKWAY                             ,95134,1697,8,3,2016,11,143,7.6,A,5,12,9,0,2015,20.0,155.0,12.9,A,2014,13.0,99.0,13.1,A,37.3021,-121.8489,1821899.0,2257.0,False,36.4,50.5,49.5,50.7,3.62,96662.0,48.6,57.5,711511.0,2338.0,41.3,67.9,6.4,40.7,3.0,34.8,0.6,0.4,15.5,5.1
